Time,True_X,True_Y,Pred_X,Pred_Y,Error
2021.05.19 17:37:43,124.0,47.0,117.23389088265887,53.76610911734113,9.568723278240078
2021.05.19 17:37:43,123.98772237534452,47.01227762465548,117.56179340720598,53.43820659279402,9.087635897587665
2021.05.19 17:37:43,123.97544475068904,47.02455524931095,116.83631679115281,54.16368320884719,10.0962515838931
2021.05.19 17:37:43,123.96316712603358,47.036832873966425,116.44283045936788,54.55716954063213,10.63536210761031
2021.05.19 17:37:43,123.9508895013781,47.0491104986219,116.19284894105235,54.80715105894766,10.971526177853251
2021.05.19 17:37:43,123.93861187672265,47.061388123277375,116.01767327128236,54.98232672871766,11.20189880253828
2021.05.19 17:37:43,123.92633425206716,47.07366574793285,115.88636118076785,55.113638819232165,11.370238958545958
2021.05.19 17:37:43,123.91405662741168,47.085943372588325,115.78299911092589,55.217000889074114,11.499051816249905
2021.05.19 17:37:43,123.9017790027562,47.0982209972438,116.05813745962999,54.94186254037,11.092584248682114
2021.05.19 17:37:43,123.88950137810072,47.11049862189928,116.33552663593059,54.66447336406941,10.682933530200797
2021.05.19 17:37:43,123.87722375344524,47.12277624655475,116.5708669630665,54.42913303693348,10.332748864490355
2021.05.19 17:37:43,123.86494612878978,47.13505387121023,117.07640270251834,53.92359729748168,9.600450182191798
2021.05.19 17:37:43,123.8526685041343,47.1473314958657,117.21837950452483,53.78162049547516,9.382301479950337
2021.05.19 17:37:43,123.84039087947885,47.159609120521175,117.34310095951993,53.65689904048008,9.188555523475891
2021.05.19 17:37:43,123.82811325482336,47.17188674517665,117.22526968360107,53.774730316398916,9.337830928650549
2021.05.19 17:37:43,123.81583563016788,47.184164369832125,117.3487135389297,53.65128646107028,9.145891770951668
2021.05.19 17:37:43,123.8035580055124,47.1964419944876,117.23033882017099,53.76966117982899,9.295935720360836
2021.05.19 17:37:43,123.79128038085692,47.20871961914308,117.17103808292046,53.8289619170795,9.362436443937737
2021.05.19 17:37:43,123.77900275620144,47.22099724379855,117.2777161123403,53.722283887659664,9.194207744623464
2021.05.19 17:37:43,123.76672513154598,47.233274868454025,117.16782234863616,53.83217765136382,9.332257812372609
2021.05.19 17:37:43,123.7544475068905,47.2455524931095,117.0707534034489,53.92924659655107,9.452170847840168
2021.05.19 17:37:44,123.74216988223505,47.25783011776497,116.98546351313169,54.014536486868295,9.555425784158617
2021.05.19 17:37:44,123.72989225757956,47.27010774242044,116.91022251726528,54.0897774827347,9.644469437657847
2021.05.19 17:37:44,123.71761463292408,47.28238536707592,116.82172139150455,54.178278608495425,9.752265746692446
2021.05.19 17:37:44,123.7053370082686,47.29466299173139,116.76561204334685,54.23438795665313,9.814253164531483
2021.05.19 17:37:44,123.69305938361312,47.30694061638687,116.69440055619306,54.30559944380691,9.89759823215962
2021.05.19 17:37:44,123.68078175895764,47.31921824104234,116.6315498566492,54.36845014335077,9.969119360557677
2021.05.19 17:37:44,123.66850413430218,47.33149586569782,116.57602268018896,54.42397731981103,10.030283463286565
2021.05.19 17:37:44,123.6562265096467,47.34377349035329,116.52690221205872,54.47309778794126,10.082387112204957
2021.05.19 17:37:44,123.64394888499125,47.35605111500877,116.4833814709347,54.516618529065305,10.126571551245602
