Time,True_X,True_Y,Pred_X,Pred_Y,Error
2021.05.19 18:12:44,124.0,47.0,95.95926490516055,75.01968283337368,39.640704468283815
2021.05.19 18:12:44,123.98522895125554,47.014771048744464,92.64644175889327,78.32976421061811,44.302916150253154
2021.05.19 18:12:44,123.97045790251109,47.02954209748892,91.33294892771373,79.64217363073537,46.13882018000979
2021.05.19 18:12:44,123.95568685376662,47.044313146233385,90.622211290873,80.35232777096019,47.122653059256336
2021.05.19 18:12:44,123.94091580502216,47.05908419497784,90.17197825256737,80.80219330538773,47.738229500669775
2021.05.19 18:12:44,123.9261447562777,47.07385524372231,89.85748877613239,81.11642774312833,48.161915064403374
2021.05.19 18:12:44,123.91137370753324,47.08862629246676,89.62253303294818,81.35119424182744,48.473169457872636
2021.05.19 18:12:44,123.89660265878878,47.10339734121123,89.43818748660401,81.53539229842572,48.712879743578064
2021.05.19 18:12:44,123.88183161004432,47.11816838995568,89.28816553034427,81.68529496387865,48.904069078261784
2021.05.19 18:12:44,123.86706056129984,47.13293943870015,89.16268957284481,81.81067167794255,49.06055930134624
2021.05.19 18:12:44,123.8522895125554,47.147710487444606,89.05560300079598,81.91767391423369,49.19105354531361
2021.05.19 18:12:44,123.83751846381094,47.16248153618907,88.96287791861009,82.01032620520846,49.301245737131936
2021.05.19 18:12:44,123.82274741506647,47.177252584933534,88.88178594628822,82.09135465794597,49.39499278193467
2021.05.19 18:12:44,123.807976366322,47.19202363367799,88.81041088954439,82.16267388006905,49.47500346595993
2021.05.19 18:12:44,123.79320531757756,47.206794682422455,88.74735084089464,82.22568463069341,49.54325957393143
2021.05.19 18:12:44,123.77843426883308,47.22156573116691,88.69153203235697,82.28145981153946,49.601279030675954
2021.05.19 18:12:45,123.76366322008865,47.236336779911376,88.64262869827131,82.33149556937208,49.65034981085376
2021.05.19 18:12:45,123.74889217134417,47.25110782865583,88.59931884913647,82.37580821001904,49.69141859127985
2021.05.19 18:12:45,123.7341211225997,47.2658788774003,88.56098012257532,82.41503423727228,49.725375517134246
2021.05.19 18:12:45,123.71935007385524,47.280649926144754,88.52705842660819,82.4497402006248,49.753012995389746
2021.05.19 18:12:45,123.7045790251108,47.29542097488922,88.49705374636517,82.48043728987336,49.77504605059862
2021.05.19 18:12:45,123.68980797636632,47.31019202363368,88.47051247177932,82.50758923352222,49.792123334821675
2021.05.19 18:12:45,123.67503692762186,47.32496307237814,88.44702322364745,82.53161659869147,49.804833119379886
2021.05.19 18:12:45,123.6602658788774,47.3397341211226,88.4262143057414,82.55289941294524,49.81370695027253
2021.05.19 18:12:45,123.64549483013292,47.35450516986706,88.40775170992909,82.57177921010538,49.819222505281196
2021.05.19 18:12:45,123.63072378138848,47.369276218611525,88.3913371307646,82.58856105963957,49.821806432782395
2021.05.19 18:12:45,123.61595273264402,47.38404726735598,88.376705774292,82.60351580256454,49.82183748211489
2021.05.19 18:12:45,123.60118168389955,47.398818316100446,88.36362393153405,82.61688252606508,49.81964996914858
2021.05.19 18:12:45,123.58641063515508,47.4135893648449,88.35188637808233,82.62887121536205,49.81553749016074
2021.05.19 18:12:45,123.57163958641064,47.42836041358937,88.341313693752,82.6396654875744,49.80975675022092
2021.05.19 18:12:45,123.55686853766618,47.443131462333824,88.33174959619005,82.64942531202662,49.802531372130645
2021.05.19 18:12:45,123.54209748892173,47.45790251107829,88.24341510195941,82.73793290192478,49.906688155343424
2021.05.19 18:12:45,123.52732644017723,47.472673559822745,88.16494991506988,82.8165513761867,49.99687362827327
2021.05.19 18:12:46,123.5125553914328,47.48744460856721,90.37861187484764,80.60467657374437,46.84665693510699
2021.05.19 18:12:46,123.49778434268832,47.50221565731167,92.36347743633006,78.62139836471033,44.01986595749432
2021.05.19 18:12:46,123.48301329394388,47.51698670605613,94.44548662691675,76.54080129926375,41.05556927481586
2021.05.19 18:12:46,123.4682422451994,47.531757754800594,96.30043668419555,74.68710953602746,38.412273941576196
2021.05.19 18:12:46,123.45347119645494,47.54652880354505,97.93783316438399,73.05083614488302,36.07655023897229
2021.05.19 18:12:46,123.43870014771048,47.56129985228952,99.40149894233141,71.58817446977127,33.98643473022826
2021.05.19 18:12:46,123.42392909896604,47.57607090103397,101.0767056067445,69.91386705166694,31.59708111010464
