Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure,True_X,True_Y,00:1a:be:a0:de:05,00:1a:be:a0:de:06,00:1a:be:a0:de:07,00:1a:be:a0:de:08,00:1a:be:a0:de:09,00:1a:be:a0:de:10,00:1a:be:a0:de:11,00:1a:be:a0:de:12,00:1a:be:a0:de:13,00:1a:be:a0:de:14,00:1a:be:a0:de:18,00:1a:be:a0:de:19,00:1a:be:a0:de:22,00:1a:be:a0:de:23,00:1a:be:a0:de:28,00:1a:be:a0:de:29,00:1a:be:a0:de:33,00:1a:be:a0:de:36,00:1a:be:a0:de:42,00:1a:be:a0:de:50,00:1a:be:a0:de:64,00:1a:be:a0:de:65,00:1a:be:a0:de:68,00:1a:be:a0:de:80,00:1a:be:a0:de:88,00:1a:be:a0:df:06,00:1a:be:a0:df:07,00:1a:be:a0:df:16,00:1a:be:a0:df:20,00:1a:be:a0:df:21,00:1a:be:a0:df:26,00:1a:be:a0:df:36,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:df:63,00:1a:be:a0:df:64,00:1a:be:a0:de:39,00:1a:be:a0:de:40,00:1a:be:a0:de:45,00:1a:be:a0:de:52,00:1a:be:a0:de:53,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:df:01,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:56,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:82,00:1a:be:a0:df:69,00:1a:be:a0:de:66,00:1a:be:a0:df:13,00:1a:be:a0:df:22,00:1a:be:a0:df:68,00:1a:be:a0:de:43,00:1a:be:a0:de:56,00:1a:be:a0:df:02,00:1a:be:a0:df:14,00:1a:be:a0:df:57,00:1a:be:a0:df:70,00:1a:be:a0:df:38,00:1a:be:a0:de:78,00:1a:be:a0:df:34,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:de:79,00:1a:be:a0:df:35,00:1a:be:a0:df:17,00:1a:be:a0:df:23,00:1a:be:a0:df:72,00:1a:be:a0:de:32,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:de:81,00:1a:be:a0:de:83,00:1a:be:a0:df:37,00:1a:be:a0:df:39,00:1a:be:a0:de:47,00:1a:be:a0:de:49,00:1a:be:a0:de:70,00:1a:be:a0:de:41,00:1a:be:a0:de:54,00:1a:be:a0:de:84,00:1a:be:a0:df:09,00:1a:be:a0:df:40,00:1a:be:a0:df:65,00:1a:be:a0:df:10,00:1a:be:a0:df:54,00:1a:be:a0:df:66,00:1a:be:a0:de:69,00:1a:be:a0:de:76,00:1a:be:a0:df:24,00:1a:be:a0:df:25,00:1a:be:a0:df:32,00:1a:be:a0:df:42,00:1a:be:a0:de:62,00:1a:be:a0:de:74,00:1a:be:a0:de:86,00:1a:be:a0:de:98,00:1a:be:a0:df:03,00:1a:be:a0:df:30,00:1a:be:a0:df:58,00:1a:be:a0:de:17,00:1a:be:a0:de:85,00:1a:be:a0:df:41,00:1a:be:a0:df:18,00:1a:be:a0:df:43,00:1a:be:a0:de:15,00:1a:be:a0:de:87,00:1a:be:a0:df:04,00:1a:be:a0:df:19,00:1a:be:a0:df:59,00:1a:be:a0:de:27,00:1a:be:a0:de:71,00:1a:be:a0:df:27,00:1a:be:a0:de:02,00:1a:be:a0:de:63,00:1a:be:a0:de:77,00:1a:be:a0:de:99,00:1a:be:a0:df:05,00:1a:be:a0:df:33,00:1a:be:a0:df:55,00:1a:be:a0:df:60,00:1a:be:a0:de:20,00:1a:be:a0:de:03,00:1a:be:a0:de:24,00:1a:be:a0:de:30,00:1a:be:a0:de:01
2021.05.19 18:12:38,10.029045,3.0885239,-20.692003,-0.1729004,0.85716915,9.400382,-0.02289608,0.028178291,0.06298168,-0.090917736,0.018390836,-1.094994903,1001.68774,124.0,47.0,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,9.806335,4.017496,-21.54688,-0.35168496,0.8568345,9.776057,0.018790457,0.022000354,0.09471859,-0.087366588,0.035958603,-0.990899742,1001.68774,123.98172681589767,47.01827318410233,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,10.703819,4.227067,-21.911985,-0.52566177,0.9197245,9.693379,0.015362026,0.011850901,0.14006494,-0.094460562,0.054175887,-0.983361959,1001.68774,123.96345363179535,47.03654636820466,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,9.019257,3.5102596,-20.709196,-0.63260984,0.94323605,9.622169,0.044425767,-0.000567,0.11847763,-0.097506016,0.065650553,-0.941515863,1001.68774,123.945180447693,47.05481955230699,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,10.543884,3.3578568,-21.736471,-0.7757763,1.1319239,9.189508,0.099116854,0.005829892,0.054862455,-0.122128256,0.084220089,-0.959688663,1001.68774,123.92690726359068,47.07309273640932,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,10.617905,2.9244404,-20.17444,-0.8607654,1.2607685,9.496879,0.004446171,-0.007300811,0.018535612,-0.131451741,0.090389691,-0.996945858,1001.68823,123.90863407948835,47.09136592051165,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,10.352081,2.241785,-20.400469,-0.93552274,1.5791899,9.347585,-0.052836664,0.08920557,-0.01436066,-0.166544095,0.099749602,-0.963454068,1001.6885,123.89036089538602,47.109639104613976,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,11.429306,2.774273,-20.04991,-0.9867421,1.8186404,9.32401,-0.07432507,0.118810005,-0.003001623,-0.191586986,0.10543564,-0.94074893,1001.6885,123.8720877112837,47.12791228871631,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:38,10.861717,3.108307,-19.403143,-0.74078304,1.7137514,9.469637,-0.101530045,0.055983648,0.056397315,-0.17850174,0.078068204,-0.951250851,1001.6885,123.85381452718136,47.14618547281864,-78.12895015510252,-80.26333312236444,-85.26943024088345,-86.44805980683647,,-81.25317311354448,-83.02493103851108,-82.07121958612737,-92.30763262312885,-83.58250570447296,-79.20622111815365,-77.66018621677001,-82.61516744076523,-83.164564922022,-82.25225449033783,-80.96563383979945,-80.78410043051045,-83.38336305394236,-76.6368734998653,-85.03291120292992,-80.15392280621043,,-80.9721841645501,-72.71013756470653,-80.01346484114252,-59.27551826820528,-85.6663541241398,-81.31231756184779,-74.15100711499316,,-87.10650797234689,-75.4399773744915,-72.23381604853014,-74.15061067524584,-80.67959634558638,-71.74393689531323,,,-83.86744964702993,,,,,,,,-92.39036969480239,,,-94.02240505918682,,,,,,,,,-91.95722840454509,,,,-92.30713263594978,,-92.34498907734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.89881260717893,,-91.8893475015202,,,,,,,,,-91.64270478200469,,,,,,,,,,,,,,,,,,,,,,-94.55771840460592,,,,,,-91.6937977506755,,,-94.78689164660949,,,,,,,,
2021.05.19 18:12:39,11.579292,2.2182426,-20.529238,-0.9336185,1.88233,9.591855,-0.068187416,0.022030395,0.06539485,-0.192891032,0.097028859,-0.986310065,1001.6885,123.83554134307903,47.16445865692097,-85.7522629587792,-86.52332541301412,-80.35733484348548,-88.80998256962808,,-85.99664182445024,-87.57586849233701,-85.98514759205132,,-94.80957397497363,-86.68307199596894,-84.59610902710519,-87.95563956343,-81.09619341828173,-90.72827567604224,-90.62757163638092,-88.55570665233859,-92.63824159632478,-88.01095469520769,-85.10735020333914,-75.04668240117283,,-91.6164453404629,-75.56926448146362,-78.65793932750455,-80.1318643102259,-91.03252568651834,-86.79920087565229,-77.53799977631199,,-88.48653864434564,-77.53465896698371,-78.2794295117995,-83.13534120464057,-84.25193074899728,-68.20355461143421,-88.71006422542237,-91.2448013879089,,,,-91.07553628231769,,-83.30722214928771,-84.06186376772048,-84.96566374376444,-88.79139396738724,-86.99334933329958,,-91.1235624691054,-93.74778865827031,-88.01157387120364,,-93.04277848302824,-91.17275230753924,-82.83582605616417,-90.92238510476253,-81.98296163300684,-90.94898189236802,-87.87727104906897,-92.00890749547462,-91.78845646436633,-92.61177976650181,-91.90995312277175,-90.17054773525243,,,-93.81599448028557,,,,,,,,,,,-94.80958882026268,,,,,,,-93.48375861341952,,,-92.41026950081012,,,,,-90.98100234377046,,-93.56348919041037,,,,,,,,-93.02941050611702,,,,,,,,,,,,,,,,,,,,,,-89.70510097568717,,,,,,,,,,,,,,-90.48908795542016,,-94.74712065865268,,,,-94.49350426774697,
