Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure,True_X,True_Y,00:1a:be:a0:de:39,00:1a:be:a0:de:52,00:1a:be:a0:de:64,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:01,00:1a:be:a0:df:02,00:1a:be:a0:df:03,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:20,00:1a:be:a0:df:22,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:36,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:57,00:1a:be:a0:df:58,00:1a:be:a0:df:64,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:40,00:1a:be:a0:de:43,00:1a:be:a0:de:53,00:1a:be:a0:de:56,00:1a:be:a0:de:80,00:1a:be:a0:df:12,00:1a:be:a0:df:68,00:1a:be:a0:de:66,00:1a:be:a0:de:37,00:1a:be:a0:df:34,00:1a:be:a0:de:78,00:1a:be:a0:de:84,00:1a:be:a0:df:13,00:1a:be:a0:df:40,00:1a:be:a0:df:69,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:de:82,00:1a:be:a0:df:23,00:1a:be:a0:de:81,00:1a:be:a0:df:37,00:1a:be:a0:de:65,00:1a:be:a0:df:21,00:1a:be:a0:df:38,00:1a:be:a0:de:68,00:1a:be:a0:df:06,00:1a:be:a0:df:24,00:1a:be:a0:df:62,00:1a:be:a0:de:32,00:1a:be:a0:de:46,00:1a:be:a0:de:58,00:1a:be:a0:de:79,00:1a:be:a0:df:14,00:1a:be:a0:df:15,00:1a:be:a0:df:35,00:1a:be:a0:df:70,00:1a:be:a0:df:71,00:1a:be:a0:de:05,00:1a:be:a0:de:33,00:1a:be:a0:de:04,00:1a:be:a0:de:83,00:1a:be:a0:df:39,00:1a:be:a0:df:09,00:1a:be:a0:df:65,00:1a:be:a0:de:34,00:1a:be:a0:de:41,00:1a:be:a0:de:49,00:1a:be:a0:de:54,00:1a:be:a0:de:88,00:1a:be:a0:de:97,00:1a:be:a0:df:44,00:1a:be:a0:df:53,00:1a:be:a0:df:63,00:1a:be:a0:de:36,00:1a:be:a0:de:50,00:1a:be:a0:de:70,00:1a:be:a0:df:07,00:1a:be:a0:df:10,00:1a:be:a0:df:26,00:1a:be:a0:de:31,00:1a:be:a0:de:74,00:1a:be:a0:de:86,00:1a:be:a0:df:30,00:1a:be:a0:df:42,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:de:08,00:1a:be:a0:de:12,00:1a:be:a0:de:69,00:1a:be:a0:df:25,00:1a:be:a0:de:85,00:1a:be:a0:df:41,00:1a:be:a0:de:62,00:1a:be:a0:df:18,00:1a:be:a0:de:87,00:1a:be:a0:de:98,00:1a:be:a0:df:43,00:1a:be:a0:df:54,00:1a:be:a0:de:71,00:1a:be:a0:de:75,00:1a:be:a0:df:27,00:1a:be:a0:df:31,00:1a:be:a0:de:17,00:1a:be:a0:df:04,00:1a:be:a0:df:59,00:1a:be:a0:de:15,00:1a:be:a0:de:63,00:1a:be:a0:df:05,00:1a:be:a0:df:19,00:1a:be:a0:df:60,00:1a:be:a0:de:99,00:1a:be:a0:df:55,00:1a:be:a0:de:16,00:1a:be:a0:de:77,00:1a:be:a0:de:02,00:1a:be:a0:de:27,00:1a:be:a0:de:30,00:1a:be:a0:df:33,00:1a:be:a0:de:26,00:1a:be:a0:de:03,00:1a:be:a0:de:21,00:1a:be:a0:de:25,00:1a:be:a0:de:01
2021.05.19 17:37:43,32.82,-13.32,-26.34,-0.48123455,0.93134445,9.543288,0.003665192,0.09040806,0.103847094,-0.097160824,0.050383814,-1.89428997,1004.03784,124.0,47.0,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,33.0,-13.559999,-26.4,0.090979666,1.3311762,9.61272,-0.07696902,-0.13622294,0.2180789,-0.137599468,-0.009464226,-1.858914971,1004.03784,123.98772237534453,47.012277624655475,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,33.12,-13.44,-26.34,-0.5386954,1.2904748,9.31105,-0.001221731,-0.06414085,0.1337795,-0.137491673,0.057791069,-1.861783862,1004.03784,123.97544475068905,47.02455524931095,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,33.059998,-13.2,-26.099998,-0.50757074,1.3599066,9.502586,0.015271631,-0.15332718,0.08002335,-0.141944319,0.053363245,-1.851906538,1004.0923,123.96316712603358,47.036832873966425,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,32.7,-13.679999,-25.619999,-0.63206923,1.661576,9.392453,-0.007330383,-0.14355333,0.05497787,-0.174706757,0.067194127,-1.84360218,1004.0923,123.9508895013781,47.0491104986219,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,32.76,-13.92,-25.619999,-0.6679823,1.8267759,9.358934,-0.040317107,-0.1020145,-0.02076942,-0.192289725,0.07125292,-1.834620118,1004.0923,123.93861187672263,47.061388123277375,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,32.219997,-13.679999,-25.92,-0.94810385,1.7860745,9.842564,-0.06841691,-0.08002335,-0.09896017,-0.178701431,0.09603063,-1.845144749,1004.0923,123.92633425206715,47.07366574793285,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,32.04,-14.099999,-25.859999,-1.043872,1.5586253,9.89763,-0.0983493,-0.05375614,-0.12950343,-0.155344248,0.105078407,-1.883700252,1004.1062,123.91405662741168,47.085943372588325,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,31.98,-13.799999,-26.58,-0.93852705,1.8602947,9.528923,-0.10751228,0.13500121,-0.08674286,-0.191895366,0.098175809,-1.834965944,1004.1062,123.9017790027562,47.0982209972438,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
2021.05.19 17:37:43,31.74,-13.139999,-26.64,-1.0151415,1.5586253,9.44752,-0.11178834,0.047647487,-0.059864793,-0.16258508,0.107039884,-1.846737027,1004.1062,123.88950137810073,47.110498621899275,-85.933828985151,-74.05882451999926,-91.97188122059033,-81.86200924780883,-76.7500857485512,-47.41231813171212,-51.724648830421785,-56.76445579442946,-58.62524060030493,-62.58608625738012,-85.06228656656208,-75.16659953838357,-81.56749310733682,-75.57207495413903,-84.4835652274667,-82.93861998883426,-93.03831285644662,-66.90124128975457,-80.45797561384407,-86.55598211971805,-81.13989865783425,-75.2827535081928,-90.49854205550098,-53.848997410136576,-59.482001535913525,-60.10251994357302,-69.28231305015862,-70.26088426529485,-83.0710751385417,-69.51328430706424,-74.66493889610882,-71.75905600537581,-92.7145355573506,-80.89793631968699,-91.4821074015257,-78.98453415108463,-84.36608671789124,-76.18681820814052,,,,,,,,,,-91.09063894939543,,,,,,-93.90829555779642,,,,,,-93.05738073749215,,,,-93.03114856732066,-94.73016957522702,,,,,,,,,,,,,,,,,,,,,,,,,-94.21674089299789,,,-92.73150068107937,,,,,,,,,,,-93.37054720060812,,,,,,-94.59136788832532,,,-91.55207727987934,,,,-94.75566695390955,,,,-93.90770874850169,,,,,,,,,,-91.5798304860765,,,,,,,,,-94.50217975852414,,
