Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure,True_X,True_Y,00:1a:be:a0:de:33,00:1a:be:a0:de:69,00:1a:be:a0:de:70,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:78,00:1a:be:a0:de:79,00:1a:be:a0:de:85,00:1a:be:a0:de:86,00:1a:be:a0:df:13,00:1a:be:a0:df:14,00:1a:be:a0:df:25,00:1a:be:a0:df:26,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:35,00:1a:be:a0:df:41,00:1a:be:a0:df:42,00:1a:be:a0:df:69,00:1a:be:a0:df:70,00:1a:be:a0:de:39,00:1a:be:a0:de:40,00:1a:be:a0:de:52,00:1a:be:a0:de:53,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:12,00:1a:be:a0:df:20,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:67,00:1a:be:a0:df:68,00:1a:be:a0:df:73,00:1a:be:a0:de:35,00:1a:be:a0:de:80,00:1a:be:a0:de:93,00:1a:be:a0:df:49,00:1a:be:a0:df:75,00:1a:be:a0:df:01,00:1a:be:a0:df:03,00:1a:be:a0:df:22,00:1a:be:a0:df:34,00:1a:be:a0:df:58,00:1a:be:a0:de:66,00:1a:be:a0:df:36,00:1a:be:a0:de:64,00:1a:be:a0:de:65,00:1a:be:a0:de:82,00:1a:be:a0:df:02,00:1a:be:a0:df:24,00:1a:be:a0:df:38,00:1a:be:a0:df:57,00:1a:be:a0:df:21,00:1a:be:a0:df:64,00:1a:be:a0:de:43,00:1a:be:a0:de:56,00:1a:be:a0:df:37,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:df:23,00:1a:be:a0:de:81,00:1a:be:a0:de:32,00:1a:be:a0:de:05,00:1a:be:a0:de:68,00:1a:be:a0:de:83,00:1a:be:a0:df:09,00:1a:be:a0:df:39,00:1a:be:a0:df:65,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:df:10,00:1a:be:a0:de:88,00:1a:be:a0:de:98,00:1a:be:a0:df:54,00:1a:be:a0:de:84,00:1a:be:a0:df:40,00:1a:be:a0:df:06,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:de:74,00:1a:be:a0:de:62,00:1a:be:a0:df:30,00:1a:be:a0:de:15,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:df:18,00:1a:be:a0:df:27,00:1a:be:a0:de:71,00:1a:be:a0:de:87,00:1a:be:a0:df:04,00:1a:be:a0:df:05,00:1a:be:a0:df:43,00:1a:be:a0:df:59,00:1a:be:a0:de:27,00:1a:be:a0:de:63,00:1a:be:a0:df:19,00:1a:be:a0:df:60,00:1a:be:a0:de:77,00:1a:be:a0:de:99,00:1a:be:a0:df:33,00:1a:be:a0:df:55,00:1a:be:a0:de:17,00:1a:be:a0:de:30,00:1a:be:a0:de:26,00:1a:be:a0:de:07,00:1a:be:a0:de:11,00:1a:be:a0:de:24
2021.05.19 18:12:44,29.039999,-7.98,-27.599998,0.117319465,0.81165916,8.624178,0.002404976,0.16227208,0.08456207,-0.093829349,-0.013602714,-1.752245069,1003.0862,124.0,47.0,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,29.699999,-7.9199996,-27.06,0.3519584,0.749408,9.907509,-0.07395318,-0.024041824,0.10899669,-0.075449236,-0.035509478,-1.762226462,1003.17773,123.98522895125554,47.014771048744464,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.42,-7.8599997,-27.0,0.37111259,0.7589851,9.768641,-0.05562722,-0.026485285,0.10227717,-0.077484623,-0.037971932,-1.754468203,1003.187,123.97045790251107,47.02954209748892,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,31.08,-7.9199996,-26.699999,0.33759275,0.69912827,9.802161,-0.05196203,-0.020987498,0.12549004,-0.071161263,-0.034427036,-1.758631468,1003.187,123.95568685376662,47.044313146233385,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,31.26,-7.44,-27.119999,0.21069619,0.76137936,9.759064,0.027450452,-0.045422107,0.0876164,-0.077841878,-0.021586442,-1.737629652,1003.1738,123.94091580502216,47.05908419497784,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,31.08,-7.62,-27.539999,0.28013015,0.60335726,9.938635,0.025617855,-0.04481124,0.08883814,-0.060609836,-0.028178517,-1.756777167,1003.1738,123.9261447562777,47.073855243722306,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,31.14,-7.3799996,-27.359999,0.3040729,0.6273,9.665688,0.07265448,-0.06985672,0.104109764,-0.064776838,-0.031448629,-1.745872736,1003.1824,123.91137370753323,47.08862629246676,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.42,-7.56,-27.9,0.4764607,0.49082634,9.603436,-0.011034058,-0.02953961,0.101055436,-0.051002398,-0.049572915,-1.763749957,1003.1748,123.89660265878878,47.10339734121123,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.72,-8.04,-28.14,0.34477556,0.38308397,9.862018,0.048830733,-0.008770192,0.09494679,-0.038801178,-0.034945711,-1.787770629,1003.1748,123.88183161004432,47.118168389955684,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.599998,-8.16,-27.84,0.34956414,0.67757976,9.687236,0.027450452,0.010777496,0.08883814,-0.069786616,-0.036069375,-1.766981483,1003.1736,123.86706056129985,47.13293943870015,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
